"","index","name","lon","lat","popular_times","time_spent","current_popularity","filled","peak","sun0","sun1","sun2","sun3","sun4","sun5","sun6","sun7","sun8","sun9","sun10","sun11","sun12","sun13","sun14","sun15","sun16","sun17","sun18","sun19","sun20","sun21","sun22","sun23","mon0","mon1","mon2","mon3","mon4","mon5","mon6","mon7","mon8","mon9","mon10","mon11","mon12","mon13","mon14","mon15","mon16","mon17","mon18","mon19","mon20","mon21","mon22","mon23","tue0","tue1","tue2","tue3","tue4","tue5","tue6","tue7","tue8","tue9","tue10","tue11","tue12","tue13","tue14","tue15","tue16","tue17","tue18","tue19","tue20","tue21","tue22","tue23","wed0","wed1","wed2","wed3","wed4","wed5","wed6","wed7","wed8","wed9","wed10","wed11","wed12","wed13","wed14","wed15","wed16","wed17","wed18","wed19","wed20","wed21","wed22","wed23","thu0","thu1","thu2","thu3","thu4","thu5","thu6","thu7","thu8","thu9","thu10","thu11","thu12","thu13","thu14","thu15","thu16","thu17","thu18","thu19","thu20","thu21","thu22","thu23","fri0","fri1","fri2","fri3","fri4","fri5","fri6","fri7","fri8","fri9","fri10","fri11","fri12","fri13","fri14","fri15","fri16","fri17","fri18","fri19","fri20","fri21","fri22","fri23","sat0","sat1","sat2","sat3","sat4","sat5","sat6","sat7","sat8","sat9","sat10","sat11","sat12","sat13","sat14","sat15","sat16","sat17","sat18","sat19","sat20","sat21","sat22","sat23"
"1",1,"Bedok North Street 4 Blk 85 (85 Fengshan Centre)",1.33199369902375,103.936546150918,0,"People typically spend 30 min to 1 hr here",100,0,8,0,0,0,0,0,0,17,53,93,100,71,42,31,23,13,6,6,13,20,22,18,11,4,0,0,0,0,0,0,0,10,28,38,29,19,18,18,13,6,2,3,7,12,14,12,8,3,0,0,0,0,0,0,0,17,40,54,46,30,24,23,17,9,4,5,9,14,16,13,8,2,0,0,0,0,0,0,0,18,41,55,46,30,24,25,20,10,4,5,9,14,16,14,10,4,0,0,0,0,0,0,0,16,42,58,49,32,29,28,20,9,4,5,9,14,16,14,10,4,0,0,0,0,0,0,0,20,45,58,47,32,26,21,14,7,3,4,8,14,18,17,12,6,0,1,1,1,1,1,4,24,58,86,83,56,34,25,17,9,5,9,16,22,25,23,16,8,2
"2",2,"Redhill Lane Blk 85 (Redhill Food Centre)",1.28729399905648,103.815988850918,0,"People typically spend 30 min to 1 hr here",75,0,12,0,0,0,0,0,0,0,0,56,94,100,93,94,71,36,20,20,24,27,26,22,0,0,0,0,0,0,0,0,0,0,0,31,46,45,48,77,61,20,10,15,22,26,26,22,0,0,0,0,0,0,0,0,0,0,27,52,57,50,67,85,62,25,10,13,20,26,28,25,0,0,0,0,0,0,0,0,0,0,0,32,53,51,62,93,71,26,14,20,28,33,33,27,0,0,0,0,0,0,0,0,0,0,0,40,58,56,62,90,71,26,13,19,28,33,32,24,0,0,0,0,0,0,0,0,0,0,0,34,51,48,61,81,62,25,10,14,23,32,35,30,0,0,0,0,0,0,0,0,0,0,0,45,74,80,75,74,60,33,18,20,26,31,32,28,0,0,0
"3",3,"Sembawang Hills Food Centre (Jalan Leban Food Centre)",1.37228829899424,103.826813450918,0,"People typically spend 20-45 min here",67,0,12,0,0,0,0,0,0,22,48,76,92,95,93,86,71,51,36,28,23,19,14,10,0,0,0,0,0,0,0,0,0,13,38,59,54,50,67,77,59,37,27,24,21,18,14,10,0,0,0,0,0,0,0,0,0,16,46,69,61,52,70,85,67,43,32,28,24,20,15,10,0,0,0,0,0,0,0,0,0,19,45,68,73,66,77,94,75,46,33,29,26,21,16,11,0,0,0,0,0,0,0,0,0,19,48,73,68,57,74,95,77,49,38,33,29,24,18,13,0,0,0,0,0,0,0,0,0,18,49,72,65,56,73,91,78,52,37,32,28,24,19,14,0,0,0,0,0,0,0,0,0,24,59,91,98,95,100,99,83,62,48,41,36,29,22,15,0,0,0
"4",4,"Serangoon Garden Market",1.36325699900085,103.864378350918,0,"People typically spend 20 min to 1 hr here",82,0,12,0,0,0,0,0,0,20,47,74,89,95,99,100,85,60,40,35,40,43,38,26,0,0,0,0,0,0,0,0,0,11,24,35,39,38,44,53,50,34,21,18,19,20,17,13,0,0,0,0,0,0,0,0,0,20,44,62,63,64,74,82,70,45,26,22,25,29,27,20,0,0,0,0,0,0,0,0,0,19,37,50,56,64,77,85,75,52,33,27,29,30,27,20,0,0,0,0,0,0,0,0,0,27,49,64,68,71,80,85,75,53,34,27,28,31,30,23,0,0,0,0,0,0,0,0,0,21,50,70,68,65,77,88,77,51,32,28,31,35,33,27,0,0,0,0,0,0,0,0,0,24,57,87,95,90,90,95,89,67,45,35,35,39,38,31,0,0,0
"5",5,"Shunfu Road Blk 320 (Shunfu Mart)",1.35205229900905,103.834944300918,0,"0",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6",6,"Sims Place Blk 49 (Sims Vista Market and Food Centre)",1.3170398990347,103.877170150918,0,"People typically spend 25 min to 1 hr here",69,0,12,0,0,0,0,0,0,13,35,64,82,83,77,74,64,43,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,48,46,39,58,87,66,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,57,47,41,65,85,66,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,58,58,53,74,100,77,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,62,56,48,68,89,71,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,58,70,70,69,69,57,36,19,0,0,0,0,0,0,0,0
"7",7,"Smith Street Blk 335 (Chinatown Complex Market)",1.28258629905993,103.840898250918,0,"0",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,96,94,89,85,81,76,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,55,49,47,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,75,64,56,53,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,72,63,56,53,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,83,69,59,56,57,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,80,67,58,56,60,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97,92,88,89,91,88,0,0,0,0,0
"8",8,"Taman Jurong Market and Food Centre",1.33466049902179,103.719358350918,0,"People typically spend 25 min to 1 hr here",0,0,12,0,0,0,0,0,0,0,0,0,0,0,96,86,64,0,0,0,0,70,71,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,81,55,0,0,0,0,49,50,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,98,67,0,0,0,0,60,60,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,100,66,0,0,0,0,57,58,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,92,73,0,0,0,0,66,69,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,81,61,0,0,0,0,66,70,59,0,0,0
"9",9,"Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)",1.3458570990136,103.942483850918,0,"People typically spend 30 min to 1 hr here",94,0,8,0,0,0,0,0,0,29,61,90,100,93,81,63,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,34,31,27,29,28,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,40,54,50,42,43,41,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,53,51,42,42,42,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,47,65,61,48,48,47,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,68,61,52,49,42,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,66,88,89,78,68,55,36,18,0,0,0,0,0,0,0,0,0
"10",10,"Tanglin Halt Market",1.30078649904661,103.795845750918,0,"People typically spend 20-45 min here",86,0,11,0,0,0,0,0,0,25,54,83,100,99,87,71,51,32,20,18,21,25,27,26,22,0,0,0,0,0,0,0,0,22,39,46,42,42,56,65,53,29,15,13,18,23,26,25,22,0,0,0,0,0,0,0,0,33,59,71,67,64,68,66,51,30,18,17,23,31,37,37,33,0,0,0,0,0,0,0,0,34,58,68,65,67,75,74,56,33,18,16,22,29,33,33,28,0,0,0,0,0,0,0,0,30,55,66,62,60,69,73,58,34,20,18,25,32,36,35,29,0,0,0,0,0,0,0,0,28,54,67,62,57,64,69,53,29,16,16,22,30,34,35,32,0,0,0,0,0,0,0,0,30,62,89,98,90,78,68,56,41,28,22,24,30,35,37,35,0,0
"11",11,"Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre)",1.27656389906435,103.840914250918,0,"People typically spend 30 min here",26,0,12,0,0,0,0,0,0,2,9,19,30,36,38,35,27,17,9,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,31,37,35,53,88,69,27,13,10,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,31,38,37,57,92,66,24,12,10,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,30,35,33,55,94,70,27,13,11,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,30,37,36,55,100,69,23,14,12,10,8,5,0,0,0,0,0,0,0,0,0,0,0,0,29,32,31,52,83,62,26,13,11,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,22,36,44,45,44,38,26,15,8,5,3,2,0,0,0,0
"12",12,"Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre)",1.32082329903193,103.740599950918,0,"People typically spend 30 min here",85,0,8,0,0,0,0,0,0,37,70,94,100,91,78,62,46,36,32,33,33,30,24,18,0,0,0,0,0,0,0,0,0,36,53,56,45,38,46,50,38,23,19,20,20,19,16,12,0,0,0,0,0,0,0,0,0,41,64,70,57,49,52,52,39,26,21,23,24,23,19,15,0,0,0,0,0,0,0,0,0,41,63,69,60,54,64,68,49,30,25,27,29,28,24,18,0,0,0,0,0,0,0,0,0,41,66,74,60,50,59,64,48,29,23,24,26,26,22,17,0,0,0,0,0,0,0,0,0,44,68,71,57,50,58,59,43,27,21,23,25,24,21,16,0,0,0,0,0,0,0,0,0,48,80,92,81,69,66,60,47,36,34,36,38,36,30,22,0,0,0
"13",13,"Telok Blangah Crescent Blk 11 (11 Telok Blangah Crescent Market and Food Centre)",1.27747559906368,103.816479650918,0,"People typically spend 20 min to 1 hr here",30,0,8,0,0,0,0,0,0,25,56,86,100,95,82,65,44,26,17,16,17,17,14,10,5,1,0,0,0,0,0,0,0,16,32,44,42,35,41,55,45,21,10,12,14,16,15,12,7,3,0,0,0,0,0,0,0,20,31,38,38,38,41,41,33,19,10,8,10,11,11,9,6,3,0,0,0,0,0,0,0,18,36,48,48,41,46,58,42,17,10,11,12,12,10,8,5,2,0,0,0,0,0,0,0,22,40,51,49,46,52,55,41,22,13,12,13,13,12,10,7,4,0,0,0,0,0,0,0,26,50,69,68,56,58,74,62,30,14,14,15,16,15,12,9,6,0,0,0,0,0,0,0,35,64,88,95,88,76,63,48,34,23,19,18,19,17,14,9,4,0
"14",14,"Telok Blangah Drive Blk 79 (Telok Blangah Food Centre)",1.27342419906665,103.805444550918,0,"People typically spend 30 min here",70,0,8,0,0,0,0,0,0,28,58,86,100,99,90,75,54,32,17,9,5,4,0,0,0,0,0,0,0,0,0,0,0,22,43,56,52,44,52,62,44,20,10,8,6,4,0,0,0,0,0,0,0,0,0,0,0,28,64,88,75,57,73,90,64,29,16,12,9,7,0,0,0,0,0,0,0,0,0,0,0,23,58,86,80,63,74,88,64,30,15,10,8,5,0,0,0,0,0,0,0,0,0,0,0,28,59,82,80,67,76,86,57,25,14,11,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,58,87,94,87,81,72,54,34,20,13,10,7,0,0,0,0,0
"15",15,"Telok Blangah Drive Blk 82 (Telok Blangah Market)",1.27378949906638,103.805554250918,0,"0",0,0,9,0,0,0,0,0,0,0,30,69,95,80,41,15,6,5,6,6,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,4,3,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,21,55,52,27,20,13,5,3,3,5,5,4,3,1,0,0,0,0,0,0,0,0,0,0,13,33,41,27,13,8,5,3,2,3,5,6,6,4,0,0,0,0,0,0,0,0,0,0,12,40,58,42,23,15,10,6,3,4,9,10,5,1,0,0,0,0,0,0,0,0,0,0,13,46,52,37,26,13,8,9,10,9,7,4,2,1,0,0,0,0,0,0,0,0,0,0,42,84,100,69,29,9,4,4,5,5,4,4,3,1,0,0,0
"16",16,"Telok Blangah Rise Blk 36 (Telok Blangah Rise Market)",1.27246339906735,103.819735850918,0,"People typically spend 20-45 min here",66,0,12,0,0,0,0,0,0,27,47,68,85,94,92,80,63,49,41,39,40,39,34,25,14,0,0,0,0,0,0,0,0,7,19,33,48,63,75,74,59,40,26,20,21,23,22,18,12,0,0,0,0,0,0,0,0,13,27,39,48,61,82,94,77,48,29,23,20,18,14,9,5,0,0,0,0,0,0,0,0,22,31,38,46,61,80,86,69,42,23,20,26,33,33,26,15,0,0,0,0,0,0,0,0,22,36,45,49,59,85,100,78,42,25,27,35,39,36,28,17,0,0,0,0,0,0,0,0,20,32,43,56,73,90,94,78,53,34,28,31,34,33,26,16,0,0,0,0,0,0,0,0,27,47,66,82,92,94,89,75,58,46,42,46,51,49,39,25,0,0
"17",17,"Tiong Bahru Market",1.2848219,103.83251715,0,"0",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18",18,"Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court)",1.33813029901925,103.842534050918,0,"People typically spend 25 min to 1 hr here",100,0,8,0,0,0,0,0,0,33,66,93,100,89,75,62,45,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,7,6,9,12,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,52,73,62,49,58,63,42,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,48,41,34,42,46,34,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,49,41,34,42,48,36,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,48,64,55,43,45,46,33,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,59,81,83,77,70,59,42,24,12,0,0,0,0,0,0,0,0
"19",19,"Toa Payoh Lorong 4 Blk 74 (Toa Payoh Vista Market)",1.33454589902188,103.849808250918,0,"People typically spend 20-45 min here",44,0,8,0,0,0,0,0,0,33,68,96,100,80,54,34,19,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,27,23,17,15,12,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,43,54,52,42,32,23,15,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,54,50,38,30,23,14,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45,57,51,39,30,23,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,43,53,48,34,24,18,13,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,84,88,72,50,32,20,11,5,0,0,0,0,0,0,0,0
"20",20,"Toa Payoh Lorong 4 Blk 93",1.33850589901898,103.847440750918,0,"People typically spend 25 min to 1 hr here",100,0,8,0,0,0,0,0,0,25,53,83,100,96,80,58,34,16,9,14,24,34,35,27,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,58,77,67,50,59,71,44,14,7,11,18,22,23,19,13,7,0,0,0,0,0,0,0,31,58,71,58,46,56,65,44,17,7,10,16,21,22,19,14,7,0,0,0,0,0,0,0,31,65,82,67,46,58,70,43,14,6,9,12,13,13,10,7,4,0,0,0,0,0,0,0,26,51,62,51,41,50,55,34,11,5,9,18,27,30,27,18,9,0,0,0,0,0,0,0,25,55,84,92,81,67,53,35,17,11,16,25,32,32,25,16,7,0
"21",21,"Toa Payoh Lorong 5 Blk 75",1.33604549902078,103.850797550918,0,"People typically spend 20 min to 1 hr here",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,54,76,91,88,68,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,26,44,60,66,57,40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,44,64,77,78,67,49,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,46,70,87,89,75,52,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,50,75,93,94,77,52,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,51,76,95,97,82,57,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,39,56,78,96,100,85,59,35
"22",22,"Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre)",1.33523099902138,103.854832950918,0,"People typically spend 20 min to 1 hr here",100,0,12,0,0,0,0,0,0,21,42,67,89,100,95,80,61,48,42,42,43,41,35,26,0,0,0,0,0,0,0,0,0,17,28,37,43,52,63,64,49,32,25,28,34,36,32,24,0,0,0,0,0,0,0,0,0,20,37,47,50,54,63,66,54,36,26,26,31,33,31,24,0,0,0,0,0,0,0,0,0,21,38,49,51,56,67,70,57,38,29,30,33,34,31,24,0,0,0,0,0,0,0,0,0,21,42,56,57,54,63,73,61,38,30,31,34,34,30,24,0,0,0,0,0,0,0,0,0,22,40,52,53,51,59,67,55,34,25,27,30,31,28,23,0,0,0,0,0,0,0,0,0,23,44,66,82,89,85,73,58,45,38,37,37,35,31,24,0,0,0
"23",23,"Toa Payoh Lorong 8 Blk 210",1.34026449901769,103.852227550918,0,"People typically spend 30 min to 1 hr here",87,0,13,0,0,0,0,0,0,0,0,0,0,0,0,89,100,69,51,56,66,69,65,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,37,27,35,44,51,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,75,47,31,37,50,60,62,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,78,46,33,44,57,65,66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,76,42,32,42,55,64,65,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,90,66,51,59,72,78,76,66,0,0,0
"24",24,"Upper Boon Keng Road Blk 17 (Blk 17 Upper Boon Keng Market and Food Centre)",1.31487709903629,103.869662550918,0,"People typically spend 20-45 min here",72,0,11,0,0,0,0,0,0,0,44,71,92,100,94,81,69,59,52,47,41,35,0,0,0,0,0,0,0,0,0,0,0,0,36,49,52,51,64,77,59,35,29,28,27,25,0,0,0,0,0,0,0,0,0,0,0,0,46,59,58,57,70,79,62,40,30,28,26,24,0,0,0,0,0,0,0,0,0,0,0,0,48,67,69,67,80,92,74,49,39,38,38,35,0,0,0,0,0,0,0,0,0,0,0,0,50,65,64,66,83,92,72,47,37,37,38,35,0,0,0,0,0,0,0,0,0,0,0,0,51,66,65,65,75,78,63,42,30,29,32,33,0,0,0,0,0,0,0,0,0,0,0,0,52,78,89,89,86,83,74,60,49,44,44,43,0,0,0,0,0
"25",25,"Upper Cross Street Blk 531A (Hong Lim Food Centre and Market)",1.28539479905788,103.843633150918,0,"People typically spend 30 min to 1 hr here",39,0,12,0,1,1,1,1,1,3,8,15,24,35,44,48,45,40,34,31,28,26,21,16,10,6,2,1,1,1,1,1,3,10,22,33,38,42,61,85,77,47,32,30,29,26,22,17,12,7,3,1,1,1,1,1,2,10,21,32,40,48,69,91,82,51,31,27,28,26,23,18,12,7,3,0,1,1,1,0,5,14,25,36,43,54,77,97,85,55,37,33,33,31,25,19,12,6,2,0,1,1,1,1,2,11,26,41,48,54,75,100,90,56,35,30,30,29,24,19,12,7,3,0,1,1,1,1,2,10,22,34,42,52,71,87,81,56,37,32,33,33,30,23,15,8,3,0,1,1,1,1,2,8,18,29,40,51,60,67,67,59,49,39,33,29,25,20,13,8,3
"26",26,"West Coast Drive Blk 502 (Ayer Rajah Market)",1.31186949903848,103.757588450918,0,"People typically spend 20 min to 1 hr here",51,0,12,1,0,0,0,0,0,19,35,50,61,69,74,72,64,56,55,61,68,70,62,48,32,18,7,2,0,0,0,0,0,17,35,45,40,41,62,80,65,43,40,47,54,55,49,40,28,17,8,3,0,0,0,0,0,20,38,47,44,45,65,80,66,43,38,47,56,60,57,47,34,21,10,4,0,0,0,0,0,21,41,50,46,50,81,100,76,49,47,56,64,65,59,47,34,21,11,4,0,0,0,0,0,23,45,53,45,48,74,90,71,46,43,53,62,66,61,50,35,22,11,7,0,0,0,0,0,21,43,53,48,50,69,82,69,47,40,47,58,66,66,58,45,30,17,8,0,0,0,0,0,20,39,55,63,67,73,77,70,58,54,60,70,75,72,62,47,31,17
